id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-160,nsmc-sampled,이런 전쟁 영화는 처음 봐. 좋아요.,오랜만에 보는 드라마야.ㅋㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-161,petition-rtt,국회의원들은 7530시간을 지불한다.,국회의원 최저임금을 먼저 적용,3.4,1.0
boostcamp-sts-v1-train-162,slack-sampled,아주 좋아요! 허리가 훨씬 편해졌어요.,하늘색은 정말 파랗고 시원하다.,0.0,0.0
boostcamp-sts-v1-train-163,nsmc-sampled,가장 재밌고 재미있는 영화.,아무생각없이 재밌는 영화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3.0,1.0
boostcamp-sts-v1-train-164,petition-rtt,우리 PK 시민들은 문재인 대통령을 적극적으로 지지합니다.,나는 의원을 강력히 지지한다. 김진표 씨 의견.,0.2,0.0
boostcamp-sts-v1-train-165,nsmc-sampled,시청률 울음소리에 속지 말자,학점에 속지 마세요.,3.6,1.0
boostcamp-sts-v1-train-166,slack-sampled,그걸 찾아서 거기에 넣었어!,뭐라고요? 잘못 들었어요.,0.0,0.0
boostcamp-sts-v1-train-167,petition-rtt,학생들도 투표할 수 있어야 한다.,학생들도 투표할 수 있어야 한다.,4.5,1.0
boostcamp-sts-v1-train-168,petition-sampled,서울의 한 초등학교 교감. 나는 내 학생의 개인 정보를 팔았어!,서울 도봉구의 한 초등학교 교사의 폭력으로 어린이들이 병에 걸리고 있다.,0.4,0.0
boostcamp-sts-v1-train-169,petition-sampled,7월 28일 난민들을 추방하기 위해 촛불을 들자.,6월 12일에 광화문에서 모입시다!,0.0,0.0
boostcamp-sts-v1-train-170,slack-sampled,세 번째 고양이를 자랑한 지 꽤 됐어요.,고양이 자랑 많이 해주세요!,1.4,0.0
boostcamp-sts-v1-train-171,nsmc-sampled,무엇보다 예고편 환경이 최악이었어!,무엇보다 나오는 음악이 좋지 않다.,0.4,0.0
boostcamp-sts-v1-train-172,petition-sampled,"청소년 음주, 담배, 폭력법 강화","버스, 택시, 트럭의 안전 운전법을 강화해 주세요.",0.4,0.0
boostcamp-sts-v1-train-173,slack-rtt,다음에 또 재밌는 얘기하자!,다음에 또 재미있게 이야기해요!,3.6,1.0
boostcamp-sts-v1-train-174,nsmc-sampled,즐거웠어 고마워 ^^,진짜 재밌어^^!,2.0,0.0
boostcamp-sts-v1-train-175,petition-rtt,반드시 특검을 요청해주시기 바랍니다.,특별 검사를 꼭 하세요.,1.4,0.0
boostcamp-sts-v1-train-176,petition-rtt,캠페인 차량의 소음 공해,캠페인 차량 소음 공해,4.4,1.0
boostcamp-sts-v1-train-177,petition-rtt,나경원 의원 평창올림픽위원회 위원 해임,나경원 의원 평창올림픽위원회 해산,4.4,1.0
boostcamp-sts-v1-train-178,petition-sampled,자영업자를 구하는 방법,최저임금을 쉽게 올리는 방법,0.0,0.0
boostcamp-sts-v1-train-179,nsmc-sampled,"등급을 매길 때, 당신은 그것을 직접 봐야 한다.",케이블에서 보고 평점을 주겠다.,0.8,0.0
boostcamp-sts-v1-train-180,nsmc-sampled,완벽한 세상은 없다.,현재 베이스 가수는 엔트리의 제타 존스가 따를 수 없다.,0.0,0.0
boostcamp-sts-v1-train-181,nsmc-rtt,나는 여자지만 감독은 미친 사람 같아 하하,난 여자지만 넌 또 다른 괴짜 같아 하하,3.8,1.0
boostcamp-sts-v1-train-182,slack-sampled,<PERSON> 님에게 압도적인 감사를!,<Person> 이것은 매우 시원하고 물 속이 아닌 육지에서 사용할 수 있습니다.,0.4,0.0
boostcamp-sts-v1-train-183,petition-sampled,나는 이 나이에 군대에 가고 싶어~~ ^^,매일 대통령 욕하는 이 남자 알아~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~!,0.0,0.0
boostcamp-sts-v1-train-184,nsmc-sampled,물론 동화는 아닙니다.,"솔직히 돈을 주고 본 건 아니지만, 돈이 아깝다고는 할 수 없다.",0.0,0.0
boostcamp-sts-v1-train-185,nsmc-sampled,제목에 속지 마세요...,"어떤 분이 ""그렇구나.",1.4,0.0
boostcamp-sts-v1-train-186,slack-sampled,그 목록은 놀랍다.,그가 최고예요. 대단하다.,1.2,0.0
boostcamp-sts-v1-train-187,slack-sampled,와우! 안전이 좋다 오 마이 갓,어머나 세상에! 환영해. 아아,0.0,0.0
boostcamp-sts-v1-train-188,nsmc-sampled,뭐가 그렇게 엉성해?,어떤 종류의 서투른 영화가 있나요?,2.0,0.0
boostcamp-sts-v1-train-189,slack-sampled,이거 보면 회사 생각이 많이 나요.,보니 우리 회사와 비슷한 점이 많아서 공유합니다.,2.0,0.0
boostcamp-sts-v1-train-190,slack-sampled,나는 제주에 대해 정말 궁금해!,"와, 정말 놀랍다 하하하.",0.0,0.0
boostcamp-sts-v1-train-191,slack-sampled,"게다가, 나는 스오파, 스오파, 쇼미와 함께 내 취향을 나누는 것을 매우 즐겼다.",운동 이야기부터 시작해서 직업 이야기까지! 너무 재밌었어요.,1.2,0.0
boostcamp-sts-v1-train-192,petition-rtt,교육에 관심을 가져주세요.,교육에 관심을 가져주세요.,4.4,1.0
boostcamp-sts-v1-train-193,slack-sampled,아무튼 회사에서도 비슷한 취미를 가진 사람들이 있는 것 같으니 자주 이야기하면서 적용했던 경험을 공유하자!,보안에 대한 자세한 내용은 정리하고 추후 별도 공지/요청 드리겠습니다~!,0.0,0.0
boostcamp-sts-v1-train-194,petition-sampled,당신의 실명으로 탄원서를 제출하고 책임에 답변해 주세요.,청와대 청원에 제대로 답변하라…,2.6,1.0
boostcamp-sts-v1-train-195,petition-rtt,대한민국이 위급한 상황임에도 진실 폐쇄로 인해 허위사실을 유포하고 국민을 개돼지로 만든 방송매체 네이버 다음신문 대표의 구속을 촉구한다.,허위사실을 유포해 국민 불안을 조성하고 선동한 것에 대해 강력히 처벌해 달라.,1.8,0.0
boostcamp-sts-v1-train-196,nsmc-sampled,지금 보면 너무 구식이에요.,오늘은 울어서 재미없었다.,0.6,0.0
boostcamp-sts-v1-train-197,slack-sampled,나는 8월에 꼭 PT를 받으러 갈 거야 하하,조만간 다시 사무실에 방문하면 인사하러 가겠습니다.,0.0,0.0
boostcamp-sts-v1-train-198,petition-sampled,이국종 교수의 분노,"이국종 교수님, 도와주세요.",1.2,0.0
boostcamp-sts-v1-train-199,petition-sampled,차입 및 계약법을 보완할 수 있는지 알고 싶습니다.,문재인 대통령으로부터 1~2차 연평해전 및 천안함 사건의 구체적인 피해 보상 및 재발방지에 대해 듣고 싶습니다.,0.0,0.0
boostcamp-sts-v1-train-200,petition-rtt,옆집에 누가 삽니까? 그는 무엇을 하죠?,누가 옆집에 살고 그들은 무엇을 하고 있나요?,3.0,1.0
boostcamp-sts-v1-train-201,slack-rtt,Ost도 좋아요. 그것도 좋아요 ㅋㅋ,OST 좋아요. 역시 맛있네요.,3.4,1.0
boostcamp-sts-v1-train-202,slack-rtt,여기에 올려도 될지 모르겠지만... 일부러 찾아본게 아니라 유튜브에서 추천해준건데 (체력이 너무 부럽다),여기에 올려도 될지 모르겠네요. 일부러 찾아본 게 아니라 유튜브에서 이런 글을 추천해 줬어요.ㅎㅎ.,3.4,1.0
boostcamp-sts-v1-train-203,petition-sampled,GMO차단을 권합니다,저는 한국GM의 국유화를 제안합니다.,0.0,0.0
boostcamp-sts-v1-train-204,petition-sampled,고등학생들에게 최소한의 운동 시간을 주세요 »,학교 시간을 줄이고 학생들에게 인권을 주세요.,0.4,0.0
boostcamp-sts-v1-train-205,petition-sampled,"한국의 연금과 함께 - 군인, 교직원, 사립학교, 국민연금이 모두 새롭게 합쳐졌다.","국민연금을 고치기 전에 사학, 공무원, 군인연금을 개혁하고 국민연금에 손을 대라...",2.2,0.0
boostcamp-sts-v1-train-206,petition-sampled,지역 외상 센터 꾸준한 관심,지역외상센터 이국종 교수,1.2,0.0
boostcamp-sts-v1-train-207,nsmc-sampled,심심할 때 보는 게 재미있었어요.,어른이 되어서 보는 것은 재미있었다.,2.8,1.0
boostcamp-sts-v1-train-208,petition-sampled,국회 특수활동비 공개 후 돌려주세요,"국회 검찰청, 국가정보원 등 특수활동비 내역 공개 및 개선사항",2.2,0.0
boostcamp-sts-v1-train-209,petition-rtt,"부동산, 공정과세, 성장동력, 저출산, 고령화, 육아, 국민연금, 경제민주화를 위한 대책으로 국토보유세를 신설해달라.","부동산, 공평과세, 성장동력, 저출산, 고령화, 육아, 국민연금, 경제민주화 대책, 토지보유세 신설해 달라.",4.2,1.0
boostcamp-sts-v1-train-210,nsmc-sampled,실제 영화는 현실을 잘 반영했다.,썩은 현실을 반영하는 속임수!,2.8,1.0
boostcamp-sts-v1-train-211,nsmc-rtt,"파리, 야경, 소녀, 도둑, 고양이... 보여지는 배경의 절반 이상이 담장이나 지붕에 불과하지만, 스토리보다는 시각적 개성을 보여주는 애니메이션이다.","파리, 야경, 소녀, 도둑, 고양이... 배경의 절반 이상이 담장이나 지붕에 불과하지만 스토리보다는 시각적으로 돋보이는 애니메이션이다.",4.2,1.0
boostcamp-sts-v1-train-212,nsmc-sampled,시대와 어울리지 않는 걸작...셰익스피어의 원작 그 자체,왜 광구가 생각나는 걸까?,0.0,0.0
boostcamp-sts-v1-train-213,slack-sampled,나는 브로콜리와 로메인 묘목을 심었다.,브로콜리 아니에요?,1.0,0.0
boostcamp-sts-v1-train-214,petition-sampled,참가자 연합에 대한 커미셔너가 없습니다.,자영업자와 노동자를 위한 수평적 법적 조정이 시급하다.,0.0,0.0
boostcamp-sts-v1-train-215,nsmc-sampled,주온 시리즈를 본 적이 없어서 그런지 정말 무서웠어.,그것처럼 말입니다. 스릴러 영화를 너무 많이 봐서 그런가?,0.0,0.0
boostcamp-sts-v1-train-216,slack-sampled,우리는 초절전 모드로 안전하게 도착했다.ㅎㅎ,우선 초보자 모드로 설치하겠습니다.하하하.,0.4,0.0
boostcamp-sts-v1-train-217,petition-rtt,모든 손해보험사 폐지,모든 생명보험사 폐지,3.0,1.0
boostcamp-sts-v1-train-218,petition-sampled,동물보호법 강화 및 개선,나는 동물 보호법을 강화하고 싶다.,2.8,1.0
boostcamp-sts-v1-train-219,petition-rtt,주 52시간 근무제를 개정해 주세요.,주 52시간 근무제 개편을 요청합니다.,4.2,1.0
boostcamp-sts-v1-train-220,slack-sampled,콘서트 보시고 어땠는지 말씀해 주세요.,혹시 강의에 참여하셨다면 리뷰 부탁드립니다.,1.4,0.0
boostcamp-sts-v1-train-221,petition-sampled,자유한국당의 제명을 이끈 시다.,의원 해임을 요청합니다. 나경원 씨.,0.0,0.0
boostcamp-sts-v1-train-222,slack-sampled,나는 디자인에 대해 많은 질문이 있었다. 그건 놀라웠다.,추천에 대해 질문이 있다고 하셨으니 언제든지 미팅 일정을 잡아주세요.,0.8,0.0
boostcamp-sts-v1-train-223,petition-sampled,장관급 자산을 공개합시다.,고위공직자에 대한 재산공개를 법으로 규제하자.,2.2,0.0
boostcamp-sts-v1-train-224,petition-rtt,너는 꽃에 물을 주어야 한다.,꽃에 물을 줘야 해!,4.6,1.0
boostcamp-sts-v1-train-225,petition-rtt,예산을 낭비하지 마십시오.,예산을 낭비하지 마십시오.,4.0,1.0
boostcamp-sts-v1-train-226,nsmc-rtt,"보면 배우가, 하면 아주 좋은 직업을 갖고 있고, 실제로 보면 그렇지 않은 것 같다.배우가 되는 것이 아무리 힘들어도, 배우가 되는 것이 아무리 힘들어도?","생각해보면 배우가 될 수 있으면 정말 좋은 직업을 가질 때도 있고, 현실에서 열심히 하는 모습을 보는 것도 별거 아닌 것 같아...",2.8,1.0
boostcamp-sts-v1-train-227,nsmc-sampled,수지 목소리 너무 좋아.,조금 재미있어요. 내 인생을 되돌아보게 하는 영화,0.0,0.0
boostcamp-sts-v1-train-228,slack-sampled,최근 클린코드에 관심이 많고 코드에 코딱지를 꽂는다고 해서 바로 Serious Python Study를 팔았어요 하하,UX Writing에 관심이 생겨 관련 책을 읽어보고 있습니다.,0.2,0.0
boostcamp-sts-v1-train-229,slack-sampled,회사 얘기하면서 오징어 게임 얘기했는데 이정재 성대모사 비법도 알려줬다.,오징어 게임 오일남 성대모사 한다고 해서 다음에 만날 날을 기대하고 있습니다.,1.0,0.0
boostcamp-sts-v1-train-230,slack-sampled,딱 세군데만 말해줄게! 하하하.,수정본 나오면 보여줄게 ㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-231,petition-sampled,자영업자들이 미투 운동에 울부짖고 있다.,적폐청산의 부당함을 호소한다.,0.0,0.0
boostcamp-sts-v1-train-232,petition-sampled,환경부는 4대강 중 남한강 이포보 개방으로 모래톱이 노출되고 포탄사망 위기가 임박하자 매일 고환을 줍다 강에 던져 1300만원의 세금이 들었다.,이슬람계 이집트인 난민들이 인천공황에 몰려들고 있다.,0.0,0.0
boostcamp-sts-v1-train-233,nsmc-rtt,끝이 너무 허전해서...,결말이 너무 공허해...,3.6,1.0
boostcamp-sts-v1-train-234,slack-sampled,<PERSON> 님도 당근… 조아하세요? ㅋㅋ,<PERSON> 님 오시나요? ㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-235,petition-rtt,한국 사람들은 호기심이 많다.,한국 사람들은 호기심이 많아요.,2.0,0.0
boostcamp-sts-v1-train-236,petition-sampled,제발 늙은 젊은이들을 살려주세요.,젊은 사람들이 살기 좋은 나라로 만들어라.,2.0,0.0
boostcamp-sts-v1-train-237,slack-sampled,어 저 되게 갸륵하게 나왔네요..ㅋㅋ,계속 이러면 나 또 살쪄..ㅋㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-238,petition-sampled,나는 주유소 비용을 지불하기 위해 주유소와 일하고 있다.,"건설기계(덤프트럭, 굴착기, 지게차 등) 유류세 지원 부탁드립니다.",0.4,0.0
boostcamp-sts-v1-train-239,nsmc-sampled,이렇게 가슴이 답답한 영화가 있었나요?,드라마가 전하는 메시지는 감동적이다.,0.4,0.0
boostcamp-sts-v1-train-240,petition-sampled,"2018년 군 봉급 인상분은 1월부터 적용되지 않는다고 하는데, 그렇다면 2월에 소급하여 지급해주세요.",상가임대차보호법의 소급 및 소급 차등 적용을 제안합니다.,0.0,0.0
boostcamp-sts-v1-train-241,nsmc-sampled,미국인들은 재미있을 수 있다.,일본인이라면 이렇게 만드는 게 쉽지 않았을 텐데 신기하다.,0.0,0.0
boostcamp-sts-v1-train-242,slack-rtt,우리는 각자 식사를 하고 여유롭게 진행했습니다(?,우리는 각자 느긋하게 식사하는 과정을 거쳤다(?).,3.0,1.0
boostcamp-sts-v1-train-243,nsmc-sampled,한심하다. 한심하다,말문이 막히다,0.6,0.0
boostcamp-sts-v1-train-244,nsmc-sampled,줄거리는 완전 스포일러다. 심지어 결말도 나왔어요.,흔한 줄거리 반전에 어안이 벙벙할 때 영화는 끝난다. 헤헤 ^^,2.0,0.0
boostcamp-sts-v1-train-245,nsmc-rtt,그 이야기는 매우 유치하다.,그 이야기는 유치하다.,4.2,1.0
boostcamp-sts-v1-train-246,nsmc-sampled,액션 영화는 더 이상 나오지 않을 것 같아요.,나는 액션 영화를 볼 수 없다.,0.8,0.0
boostcamp-sts-v1-train-247,petition-sampled,강력 범죄자의 신원을 밝히다.,범인의 신원을 공개하고 엄벌해 주세요.,3.0,1.0
boostcamp-sts-v1-train-248,slack-sampled,333. 너무 맛있어요.,진짜 맛있는데요.,4.0,1.0
boostcamp-sts-v1-train-249,petition-sampled,여성가족부를 없애자.,여성가족부는 사라져야 한다.,4.2,1.0
boostcamp-sts-v1-train-250,petition-sampled,나는 이민을 가고 싶다.,우리 모두 이민 가자.,2.4,0.0
boostcamp-sts-v1-train-251,slack-sampled,나는 그 두 데이트에서 울면서 밀렸다.,"오, 나는 예고도 없이 끌려갔다.",2.8,1.0
boostcamp-sts-v1-train-252,slack-rtt,모든 고양이들이 정말 츄루를 좋아하나요?,모든 고양이들은 정말 츄러스를 좋아하나요?,4.0,1.0
boostcamp-sts-v1-train-253,nsmc-sampled,화성 인프로듀스 나오면 바로 채널 틀어^^,나는 아무 생각 없이 채널을 돌려서 여러 번 보았다. 최고야!,1.4,0.0
boostcamp-sts-v1-train-254,nsmc-rtt,노래는 좋았지만 이야기는 엉망이 되었다.,노래는 좋았지만 이야기는 엉망이 되었다.,3.8,1.0
boostcamp-sts-v1-train-255,petition-sampled,조두순 출소 반대 / 재심,조두순의 출소에 대한 재심을 요청합니다!!!,3.6,1.0
boostcamp-sts-v1-train-256,slack-sampled,너무 멋져 보여 ㅋㅋㅋ,가족처럼 보이는군,0.0,0.0
boostcamp-sts-v1-train-257,slack-rtt,우리는 한 시간 동안 얘기했어 ㅋㅋ.,우리는 한 시간 넘게 이야기했다.,3.4,1.0
boostcamp-sts-v1-train-258,nsmc-sampled,나는 그것을 보면서 얼마나 많이 울었는지 모른다.,나는 학교에서 그것을 보았을 때 너무 슬펐기 때문에 울었어.,3.0,1.0
boostcamp-sts-v1-train-259,petition-rtt,오토바이(이륜차)에 횡단보도 사용을 금지하는 법률,횡단보도에서의 오토바이(이륜차) 사용을 금지하는 입법조치,4.8,1.0
boostcamp-sts-v1-train-260,nsmc-sampled,오페라의 문외한이지만 이 작품이 왜 이렇게 유명한지 알 것 같다.,이런 영화를 보면 주성치가 왜 대단한지 알 수 있다.,0.0,0.0
